,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
18,Kolhapur,Black,75,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
19,Kolhapur,Black,80,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
20,Kolhapur,Black,85,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
21,Kolhapur,Black,90,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
22,Kolhapur,Black,95,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
23,Kolhapur,Black,100,50,115,6.5,1300,35,Sugarcane,Urea,https://youtu.be/2t5Am0xLTOo
24,Kolhapur,Black,75,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
25,Kolhapur,Black,80,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
26,Kolhapur,Black,85,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
27,Kolhapur,Black,90,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
28,Kolhapur,Black,95,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
29,Kolhapur,Black,100,55,100,7.0,1400,20,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
30,Kolhapur,Black,75,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
31,Kolhapur,Black,80,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
32,Kolhapur,Black,85,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
33,Kolhapur,Black,90,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
34,Kolhapur,Black,95,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
35,Kolhapur,Black,100,60,105,7.5,1500,25,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
36,Kolhapur,Black,75,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
37,Kolhapur,Black,80,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
38,Kolhapur,Black,85,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
39,Kolhapur,Black,90,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
40,Kolhapur,Black,95,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
41,Kolhapur,Black,100,50,110,6.5,1000,30,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
42,Kolhapur,Black,75,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
43,Kolhapur,Black,80,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
44,Kolhapur,Black,85,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
45,Kolhapur,Black,90,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
46,Kolhapur,Black,95,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
47,Kolhapur,Black,100,55,115,7.0,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
48,Kolhapur,Black,75,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
49,Kolhapur,Black,80,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
50,Kolhapur,Black,85,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
51,Kolhapur,Black,90,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
52,Kolhapur,Black,95,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
53,Kolhapur,Black,100,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
54,Kolhapur,Black,75,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
55,Kolhapur,Black,80,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
56,Kolhapur,Black,85,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
57,Kolhapur,Black,90,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
58,Kolhapur,Black,95,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
59,Kolhapur,Black,100,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
60,Kolhapur,Black,75,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
61,Kolhapur,Black,80,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
62,Kolhapur,Black,85,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
63,Kolhapur,Black,90,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
64,Kolhapur,Black,95,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
65,Kolhapur,Black,100,55,110,7.0,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
66,Kolhapur,Black,75,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
67,Kolhapur,Black,80,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
68,Kolhapur,Black,85,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
69,Kolhapur,Black,90,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
70,Kolhapur,Black,95,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
71,Kolhapur,Black,100,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
72,Kolhapur,Black,20,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
73,Kolhapur,Black,25,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
74,Kolhapur,Black,30,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
75,Kolhapur,Black,35,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
76,Kolhapur,Black,40,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
77,Kolhapur,Black,20,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
78,Kolhapur,Black,25,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
79,Kolhapur,Black,30,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
80,Kolhapur,Black,35,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
81,Kolhapur,Black,40,30,30,7.0,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
82,Kolhapur,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
83,Kolhapur,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
84,Kolhapur,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
85,Kolhapur,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
86,Kolhapur,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
87,Kolhapur,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
88,Kolhapur,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
89,Kolhapur,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
90,Kolhapur,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
91,Kolhapur,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
92,Kolhapur,Black,20,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
93,Kolhapur,Black,25,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
94,Kolhapur,Black,30,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
95,Kolhapur,Black,35,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
96,Kolhapur,Black,40,30,25,7.0,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
97,Kolhapur,Black,20,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
98,Kolhapur,Black,25,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
99,Kolhapur,Black,30,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
100,Kolhapur,Black,35,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
101,Kolhapur,Black,40,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
102,Kolhapur,Black,20,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
103,Kolhapur,Black,25,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
104,Kolhapur,Black,30,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
105,Kolhapur,Black,35,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
106,Kolhapur,Black,40,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
107,Kolhapur,Black,20,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
108,Kolhapur,Black,25,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
109,Kolhapur,Black,30,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
110,Kolhapur,Black,35,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
111,Kolhapur,Black,40,30,40,7.0,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
112,Kolhapur,Black,20,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
113,Kolhapur,Black,25,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
114,Kolhapur,Black,30,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
115,Kolhapur,Black,35,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
116,Kolhapur,Black,40,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
117,Kolhapur,Black,20,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
118,Kolhapur,Black,25,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
119,Kolhapur,Black,30,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
120,Kolhapur,Black,35,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
121,Kolhapur,Black,40,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
122,Kolhapur,Black,20,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
123,Kolhapur,Black,25,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
124,Kolhapur,Black,30,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
125,Kolhapur,Black,35,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
126,Kolhapur,Black,40,30,35,7.0,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
127,Kolhapur,Black,20,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
128,Kolhapur,Black,25,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
129,Kolhapur,Black,30,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
130,Kolhapur,Black,35,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
131,Kolhapur,Black,40,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
132,Kolhapur,Black,40,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
133,Kolhapur,Black,45,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
134,Kolhapur,Black,50,20,20,6.0,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
135,Kolhapur,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
136,Kolhapur,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
137,Kolhapur,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
138,Kolhapur,Black,40,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
139,Kolhapur,Black,45,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
140,Kolhapur,Black,50,20,25,7.0,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
141,Kolhapur,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
142,Kolhapur,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
143,Kolhapur,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
144,Kolhapur,Red ,100,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
145,Kolhapur,Red ,105,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
146,Kolhapur,Red ,110,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
147,Kolhapur,Red ,115,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
148,Kolhapur,Red ,120,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
149,Kolhapur,Red ,125,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
150,Kolhapur,Red ,130,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
151,Kolhapur,Red ,135,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
152,Kolhapur,Red ,140,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
153,Kolhapur,Red ,145,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
154,Kolhapur,Red ,150,40,50,6.0,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
155,Kolhapur,Red ,100,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
156,Kolhapur,Red ,105,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
157,Kolhapur,Red ,110,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
158,Kolhapur,Red ,115,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
159,Kolhapur,Red ,120,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
160,Kolhapur,Red ,125,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
161,Kolhapur,Red ,130,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
162,Kolhapur,Red ,135,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
163,Kolhapur,Red ,140,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
164,Kolhapur,Red ,145,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
165,Kolhapur,Red ,150,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
166,Kolhapur,Red ,100,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
167,Kolhapur,Red ,105,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
168,Kolhapur,Red ,110,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
169,Kolhapur,Red ,115,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
170,Kolhapur,Red ,120,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
171,Kolhapur,Red ,125,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
172,Kolhapur,Red ,130,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
173,Kolhapur,Red ,135,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
174,Kolhapur,Red ,140,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
175,Kolhapur,Red ,145,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
176,Kolhapur,Red ,150,50,60,7.0,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
177,Kolhapur,Red ,100,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
178,Kolhapur,Red ,105,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
179,Kolhapur,Red ,110,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
180,Kolhapur,Red ,115,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
181,Kolhapur,Red ,120,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
182,Kolhapur,Red ,125,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
183,Kolhapur,Red ,130,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
184,Kolhapur,Red ,135,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
185,Kolhapur,Red ,140,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
186,Kolhapur,Red ,145,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
187,Kolhapur,Red ,150,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
188,Kolhapur,Red ,100,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
189,Kolhapur,Red ,105,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
190,Kolhapur,Red ,110,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
191,Kolhapur,Red ,115,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
192,Kolhapur,Red ,120,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
193,Kolhapur,Red ,125,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
194,Kolhapur,Red ,130,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
195,Kolhapur,Red ,135,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
196,Kolhapur,Red ,140,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
197,Kolhapur,Red ,145,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
198,Kolhapur,Red ,150,60,70,6.0,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
199,Kolhapur,Red ,100,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
200,Kolhapur,Red ,105,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
201,Kolhapur,Red ,110,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
202,Kolhapur,Red ,115,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
203,Kolhapur,Red ,120,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
204,Kolhapur,Red ,125,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
205,Kolhapur,Red ,130,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
206,Kolhapur,Red ,135,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
207,Kolhapur,Red ,140,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
208,Kolhapur,Red ,145,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
209,Kolhapur,Red ,150,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
210,Kolhapur,Red ,100,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
211,Kolhapur,Red ,105,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
212,Kolhapur,Red ,110,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
213,Kolhapur,Red ,115,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
214,Kolhapur,Red ,120,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
215,Kolhapur,Red ,125,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
216,Kolhapur,Red ,130,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
217,Kolhapur,Red ,135,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
218,Kolhapur,Red ,140,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
219,Kolhapur,Red ,145,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
220,Kolhapur,Red ,150,45,50,6.0,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
221,Kolhapur,Red ,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
222,Kolhapur,Red ,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
223,Kolhapur,Red ,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
224,Kolhapur,Red ,115,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
225,Kolhapur,Red ,120,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
226,Kolhapur,Red ,125,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
227,Kolhapur,Red ,130,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
